,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_GOODS_PRICE,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION
429572,2320335,137314,Cash loans,21237.75,90000.0,104733.0,90000.0,Urgent needs,Approved,-408,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
429774,1895500,182988,Cash loans,29697.57,405000.0,442422.0,405000.0,Repairs,Approved,-547,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
429918,2087686,234502,Cash loans,16632.405,135000.0,162315.0,135000.0,Repairs,Approved,-915,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle
430019,2733192,174920,Cash loans,22831.875,337500.0,337500.0,337500.0,Building a house or an annex,Approved,-700,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,40,Connectivity,36.0,high,Cash Street: high
430177,2462755,232056,Cash loans,21481.2,765000.0,765000.0,765000.0,Repairs,Approved,-610,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
430261,2452714,364340,Cash loans,30955.5,337500.0,337500.0,337500.0,Urgent needs,Approved,-407,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
430288,1082913,198097,Cash loans,46117.35,337500.0,387486.0,337500.0,Wedding / gift / holiday,Approved,-455,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
430389,2716043,193128,Cash loans,17385.75,495000.0,573408.0,495000.0,Repairs,Approved,-799,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_action,Cash Street: low
430476,2055841,123084,Cash loans,34734.24,765000.0,1076697.0,765000.0,Repairs,Approved,-613,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
430502,1362512,160783,Cash loans,20412.045,202500.0,222547.5,202500.0,Furniture,Approved,-584,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,38,Connectivity,18.0,high,Cash Street: high
430516,1339194,277904,Cash loans,16770.375,202500.0,222547.5,202500.0,Repairs,Approved,-874,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle
430609,2317335,444365,Cash loans,19076.175,225000.0,281983.5,225000.0,Repairs,Approved,-497,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),2,XNA,36.0,high,Cash Street: high
430612,1421017,292592,Cash loans,8539.605,67500.0,71955.0,67500.0,Urgent needs,Approved,-346,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
430632,2277741,128857,Cash loans,13072.185,90000.0,110146.5,90000.0,Urgent needs,Approved,-370,XNA,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,12.0,high,Cash Street: high
430852,2372291,398201,Cash loans,40519.53,675000.0,744498.0,675000.0,Building a house or an annex,Approved,-648,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
431072,2273717,240185,Cash loans,7711.335,90000.0,118435.5,90000.0,Everyday expenses,Approved,-309,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
431159,1339288,452691,Cash loans,10618.875,45000.0,52366.5,45000.0,Payments on other loans,Approved,-677,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),4,XNA,6.0,high,Cash Street: high
431183,1214238,368947,Cash loans,41851.44,810000.0,921195.0,810000.0,Purchase of electronic equipment,Approved,-637,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle
431235,2562272,337233,Cash loans,18857.295,225000.0,262125.0,225000.0,Medicine,Approved,-398,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,high,Cash Street: high
431269,1219299,428976,Cash loans,44072.865,954000.0,1037110.5,954000.0,Building a house or an annex,Approved,-572,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low
431341,1467026,111090,Cash loans,21237.75,90000.0,104733.0,90000.0,Urgent needs,Approved,-559,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
431408,2414330,129022,Cash loans,13417.425,112500.0,144864.0,112500.0,Education,Approved,-2021,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
431412,1033754,233507,Cash loans,15876.045,157500.0,173092.5,157500.0,Repairs,Approved,-332,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
431424,1108977,448133,Cash loans,28278.675,135000.0,139455.0,135000.0,Buying a used car,Approved,-333,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
431540,1335646,344179,Cash loans,20352.51,270000.0,292455.0,270000.0,Repairs,Approved,-2061,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,low_normal,Cash Street: low
431541,1283672,170186,Cash loans,8049.555,90000.0,101880.0,90000.0,Repairs,Approved,-435,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
431597,2113227,102732,Cash loans,38581.425,450000.0,481185.0,450000.0,Buying a used car,Approved,-538,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
431702,2665363,394040,Cash loans,8058.96,67500.0,71955.0,67500.0,Everyday expenses,Approved,-2097,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12.0,high,Cash Street: high
431753,2397844,142383,Cash loans,31856.625,135000.0,157099.5,135000.0,Journey,Approved,-697,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
431805,2266002,245862,Cash loans,22877.01,157500.0,192762.0,157500.0,Furniture,Approved,-919,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
431984,2778253,284269,Cash loans,8920.35,135000.0,135000.0,135000.0,Building a house or an annex,Approved,-215,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24.0,middle,Cash Street: middle
432093,1192443,141690,Cash loans,25416.135,229500.0,241920.0,229500.0,Urgent needs,Approved,-717,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle
432100,2386610,203080,Cash loans,32852.295,450000.0,491580.0,450000.0,Repairs,Approved,-585,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
432155,1410574,392469,Cash loans,16301.79,450000.0,568800.0,450000.0,Repairs,Approved,-318,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),10,XNA,60.0,low_normal,Cash Street: low
432158,2260628,241040,Cash loans,18517.275,225000.0,284400.0,225000.0,Repairs,Approved,-476,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
432163,1410598,356524,Cash loans,19609.065,135000.0,165226.5,135000.0,Medicine,Approved,-457,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
432353,1283620,125101,Cash loans,14379.57,99000.0,121162.5,99000.0,Furniture,Approved,-905,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
432366,1581741,414035,Cash loans,24799.05,292500.0,366579.0,292500.0,Gasification / water supply,Approved,-255,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
432393,1221363,169034,Cash loans,27066.15,405000.0,405000.0,405000.0,Urgent needs,Approved,-500,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
432394,1964314,421724,Cash loans,9721.395,135000.0,174118.5,135000.0,Repairs,Approved,-1989,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
432474,2696241,313033,Cash loans,4550.4,180000.0,180000.0,180000.0,Buying a used car,Approved,-183,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_action,Cash Street: low
432542,2085836,293981,Cash loans,24765.075,270000.0,292455.0,270000.0,Repairs,Approved,-2067,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
432552,1503396,254593,Cash loans,15554.205,243000.0,268659.0,243000.0,Repairs,Approved,-132,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,100,XNA,24.0,middle,Cash Street: middle
432622,1159996,300870,Cash loans,10749.375,45000.0,52366.5,45000.0,Repairs,Approved,-529,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
432624,1772548,353864,Cash loans,27843.12,238500.0,302143.5,238500.0,Repairs,Approved,-320,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
432628,1691787,187990,Cash loans,34681.5,900000.0,1256400.0,900000.0,Repairs,Approved,-264,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
432806,2657457,286759,Cash loans,22680.045,225000.0,247275.0,225000.0,Urgent needs,Approved,-686,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
432997,1977005,398407,Cash loans,5424.93,45000.0,47970.0,45000.0,Medicine,Approved,-1990,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
433065,1738686,354872,Cash loans,29129.805,337500.0,368685.0,337500.0,Urgent needs,Approved,-463,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
433104,2819691,244024,Cash loans,19548.99,225000.0,247275.0,225000.0,Urgent needs,Approved,-420,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
433154,2533204,185625,Cash loans,17202.735,270000.0,323460.0,270000.0,Repairs,Approved,-244,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
433242,1398763,127407,Cash loans,56907.675,675000.0,709749.0,675000.0,Repairs,Approved,-721,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle
433274,2657525,366027,Cash loans,29129.805,337500.0,368685.0,337500.0,Urgent needs,Approved,-718,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
433289,2369887,447269,Cash loans,52788.78,1125000.0,1255680.0,1125000.0,Business development,Approved,-572,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
433587,1086616,449219,Cash loans,14296.32,360000.0,443160.0,360000.0,Repairs,Approved,-689,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
433628,2304809,133357,Cash loans,25794.0,900000.0,900000.0,900000.0,Repairs,Approved,-770,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low
433641,1496902,192964,Cash loans,5693.085,45000.0,47970.0,45000.0,Urgent needs,Approved,-530,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,62,Connectivity,12.0,high,Cash Street: high
433668,2387219,162379,Cash loans,11386.17,90000.0,95940.0,90000.0,Repairs,Approved,-705,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
433753,2733280,312758,Cash loans,33231.42,337500.0,360891.0,337500.0,Repairs,Approved,-834,Cash through the bank,XAP,Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),10,XNA,18.0,high,Cash Street: high
433808,1640203,170816,Cash loans,18601.785,157500.0,202810.5,157500.0,Repairs,Approved,-450,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
433888,2080227,210443,Cash loans,25932.915,450000.0,533160.0,450000.0,Buying a used car,Approved,-556,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),1,XNA,48.0,middle,Cash Street: middle
433890,1661339,333900,Cash loans,5693.085,45000.0,47970.0,45000.0,Urgent needs,Approved,-725,Cash through the bank,XAP,New,XNA,Cash,walk-in,AP+ (Cash loan),900,XNA,12.0,high,Cash Street: high
434098,1745947,319035,Cash loans,21775.365,657000.0,787086.0,657000.0,Building a house or an annex,Approved,-48,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
434137,2065931,199658,Cash loans,11452.32,180000.0,205092.0,180000.0,Repairs,Approved,-670,XNA,XAP,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
434362,1949497,183369,Cash loans,28465.38,225000.0,239850.0,225000.0,Buying a used car,Approved,-409,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high
434368,1007132,114290,Cash loans,75911.175,1125000.0,1174005.0,1125000.0,Repairs,Approved,-619,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,low_action,Cash Street: low
434468,2174561,203632,Cash loans,11110.365,135000.0,170640.0,135000.0,Car repairs,Approved,-189,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
434489,1887086,155822,Cash loans,15713.055,225000.0,254700.0,225000.0,Repairs,Approved,-1540,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
434512,1878735,256729,Cash loans,30431.655,135000.0,156388.5,135000.0,Car repairs,Approved,-668,Cash through the bank,XAP,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,high,Cash X-Sell: high
434518,1409562,253856,Cash loans,21283.29,225000.0,269374.5,225000.0,Repairs,Approved,-769,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
434546,1973206,430632,Cash loans,12074.31,135000.0,152820.0,135000.0,Repairs,Approved,-698,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,50,Connectivity,24.0,high,Cash Street: high
434575,1770975,276559,Cash loans,15855.66,180000.0,220401.0,180000.0,Medicine,Approved,-484,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,high,Cash Street: high
434856,2055912,238403,Cash loans,63470.25,900000.0,1037434.5,900000.0,Money for a third person,Approved,-557,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle
434866,1744885,327534,Cash loans,11516.67,90000.0,95940.0,90000.0,Urgent needs,Approved,-708,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,15,Connectivity,12.0,high,Cash Street: high
435067,1163504,196656,Cash loans,75322.98,675000.0,698166.0,675000.0,Urgent needs,Approved,-810,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
435083,2627311,332527,Cash loans,14192.145,139500.0,153310.5,139500.0,Repairs,Approved,-750,Cash through the bank,XAP,New,XNA,Cash,walk-in,Country-wide,40,Connectivity,18.0,high,Cash Street: high
435087,2313862,309218,Cash loans,28298.475,855000.0,1024290.0,855000.0,Repairs,Approved,-226,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low
435115,2173881,373789,Cash loans,21361.725,270000.0,313839.0,270000.0,Repairs,Approved,-541,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
435143,2533436,331946,Cash loans,12874.86,229500.0,267669.0,229500.0,Repairs,Approved,-1343,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle
435201,1117573,385160,Cash loans,14455.395,135000.0,182956.5,135000.0,Repairs,Approved,-588,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high
435288,2636469,259048,Cash loans,17422.965,135000.0,162967.5,135000.0,Urgent needs,Approved,-259,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle
435307,1618773,334366,Cash loans,37297.035,157500.0,183285.0,157500.0,Repairs,Approved,-671,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high
435441,1468467,285971,Cash loans,43875.0,1350000.0,1350000.0,1350000.0,Buying a home,Approved,-564,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,48.0,low_normal,Cash Street: low
435449,2807403,217731,Cash loans,22680.045,225000.0,247275.0,225000.0,Wedding / gift / holiday,Approved,-790,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,30,Connectivity,18.0,high,Cash Street: high
435703,1651951,275415,Cash loans,17910.54,283500.0,343377.0,283500.0,Medicine,Approved,-294,Cash through the bank,XAP,XNA,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,low_normal,Cash Street: low
435725,2411471,255211,Cash loans,26485.2,630000.0,630000.0,630000.0,Urgent needs,Approved,-474,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
435770,1200924,134283,Cash loans,29371.41,450000.0,541408.5,450000.0,Repairs,Approved,-469,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,36.0,middle,Cash Street: middle
435798,2430571,418578,Cash loans,21309.75,315000.0,315000.0,315000.0,Buying a used car,Approved,-691,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Country-wide,24,Connectivity,36.0,high,Cash Street: high
435810,2266164,112890,Cash loans,10317.6,360000.0,360000.0,360000.0,Buying a used car,Approved,-427,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_normal,Cash Street: low
435927,1891024,361287,Cash loans,15682.14,193500.0,231813.0,193500.0,Repairs,Approved,-727,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high
435973,1705268,380902,Cash loans,16006.545,157500.0,173092.5,157500.0,Medicine,Approved,-1407,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
435981,2119324,431122,Cash loans,52788.78,1125000.0,1255680.0,1125000.0,Repairs,Approved,-537,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle
436090,2424823,295860,Cash loans,26774.865,270000.0,291919.5,270000.0,Education,Approved,-399,Cash through the bank,XAP,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high
436135,2478310,244266,Cash loans,47261.655,225000.0,232425.0,225000.0,Repairs,Approved,-955,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),37,XNA,6.0,high,Cash Street: high
436192,1825154,178076,Cash loans,28873.17,450000.0,491580.0,450000.0,Repairs,Approved,-900,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle
